"Word","Length","Freq_HAL","Log_Freq_HAL","POS","I_Mean_RT","I_Mean_Accuracy"
"cancellation","12","2496","7.82","NN","738.87","0.94"
"cancelled","9","27351","10.22","VB","594.48","0.97"
"cancelling","10","3315","8.11","VB","689.36","0.90"
"cancels","7","2461","7.81","VB","763.00","1.00"
"cancer","6","18210","9.81","NN","616.53","1.00"
"cancerous","9","231","5.44","JJ","948.83","0.91"
"cancers","7","811","6.70","NN","659.76","1.00"
"candelabra","10","2589","7.86","NN","961.47","0.58"
"candescence","11","0","0.00","NULL","1113.43","0.44"
"candescent","10","0","0.00","JJ","1019.71","0.48"
"candid","6","647","6.47","JJ","744.53","0.94"
"candidacy","9","667","6.50","NN","827.75","0.85"
"candidate","9","22638","10.03","NN","694.29","1.00"
"candidates","10","26167","10.17","NN","690.44","1.00"
"candidly","8","139","4.93","RB","828.62","0.79"
"candied","7","122","4.80","JJ","812.55","0.85"
"candies","7","260","5.56","NN","624.38","1.00"
"candle","6","2719","7.91","NN","580.65","1.00"
"candlelight","11","388","5.96","NN","734.27","1.00"
"candlepower","11","23","3.14","NN","990.69","0.88"
"candles","7","1695","7.44","NN","642.79","0.97"
"candlestick","11","189","5.24","NN","788.48","0.97"
"candlewick","10","18","2.89","NN","1008.79","0.88"
"candor","6","263","5.57","NN","767.20","0.63"
"candy","5","4887","8.49","NN","684.19","0.97"
"cane","4","5405","8.60","NN|VB","613.10","0.88"
"cane's","6","41","3.71","encl","861.90","0.88"
"canine","6","1870","7.53","NN|JJ","707.32","0.85"
"canister","8","519","6.25","NN","714.42","0.94"
"canisters","9","236","5.46","NN","842.93","0.88"
"canker","6","88","4.48","NN","879.58","0.56"
"cankerous","9","2","0.69","JJ","881.15","0.61"
"cannabis","8","3271","8.09","NN","791.96","0.69"
"canned","6","2417","7.79","JJ|VB","678.43","0.88"
"cannelloni","10","17","2.83","NN","1203.15","0.41"
"canneries","9","13","2.56","NN","874.81","0.79"
"cannery","7","133","4.89","NN","732.00","0.82"
"cannibal","8","458","6.13","NN","624.94","1.00"
"Brewer's","8","241","5.48","encl","808.52","0.94"
"brewery","7","1470","7.29","NN","735.25","0.97"
"brewing","7","3159","8.06","NN|VB","705.45","0.97"
"Brian","5","44247","10.70","NN","693.45","0.97"
"briar","5","201","5.30","NN","783.91","0.70"
"bribe","5","1123","7.02","NN|VB","753.42","1.00"
"bribed","6","239","5.48","VB","798.00","0.82"
"bribers","7","1","0.00","NN","831.54","0.77"
"bribery","7","729","6.59","NN","755.30","0.82"
"bribes","6","880","6.78","NN|VB","733.56","0.94"
"brick","5","3969","8.29","NN","586.00","0.97"
"bricklayer","10","38","3.64","NN","892.94","0.97"
"bricklayers","11","20","3.00","NN","818.31","0.97"
"bricklaying","11","11","2.40","VB|NN|JJ","954.27","0.97"
"bricks","6","1693","7.43","NN","649.53","0.94"
"brickwork","9","15","2.71","NN","914.63","0.88"
"brickyard","9","116","4.75","NN","772.29","0.94"
"bridal","6","1075","6.98","JJ","600.09","0.94"
"bride","5","3676","8.21","NN","617.12","0.97"
"bridecake","9","0","0.00","NN|VB","1035.59","0.73"
"bridegroom","10","111","4.71","NN","805.50","0.94"
"bridegroom's","12","8","2.08","encl","838.67","0.91"
"brides","6","599","6.40","NN","627.44","1.00"
"bride's","7","350","5.86","encl","601.18","1.00"
"bridesmaid","10","218","5.38","NN","795.56","0.94"
"bridesmaids","11","416","6.03","NN","848.91","1.00"
"bridge","6","19356","9.87","NN|VB","559.09","0.97"
"bridgehead","10","56","4.03","NN","810.61","0.88"
"bridges","7","4430","8.40","NN|VB","751.30","1.00"
"bridgework","10","6","1.79","NN","773.68","0.97"
"bridle","6","380","5.94","NN|VB","716.57","0.91"
"Brie","4","133","4.89","NN","825.62","0.39"
"brief","5","19495","9.88","JJ|NN|VB","615.32","1.00"
"briefcase","9","759","6.63","NN","646.61","1.00"
"briefed","7","556","6.32","VB","870.50","0.82"
"briefer","7","134","4.90","JJ","905.05","0.71"
"briefest","8","105","4.65","JJ","746.89","0.27"
"briefing","8","1943","7.57","NN|VB","820.25","0.97"
"briefly","7","6477","8.78","RB","612.32","1.00"
"briefs","6","1284","7.16","NN|VB","625.53","1.00"
"brig","4","744","6.61","NN","922.23","0.38"
"brigade","7","4194","8.34","NN","822.14","0.68"
"brigades","8","462","6.14","NN","814.75","0.80"
"brigadier","9","332","5.81","NN","1009.69","0.45"
"brigand","7","47","3.85","NN","906.22","0.26"
"brigantine","10","54","3.99","NN","658.20","0.16"
"bright","6","13726","9.53","JJ|NN","598.77","0.97"
"brighten","8","329","5.80","VB","674.69","1.00"
"brightened","10","203","5.31","VB","700.24","0.94"
"brightens","9","58","4.06","VB","777.22","0.94"
"brighter","8","1619","7.39","JJ","617.52","1.00"
"brightest","9","1023","6.93","JJ","767.27","1.00"
"brightly","8","889","6.79","RB","719.03","1.00"
"brightness","10","2061","7.63","NN","651.94","0.97"
"brilliance","10","1024","6.93","NN","802.07","0.91"
"brilliancy","10","18","2.89","NN","879.22","0.87"
"brilliant","9","7731","8.95","JJ","722.45","0.97"
"brilliantly","11","583","6.37","RB","792.70","0.94"
"brim","4","395","5.98","NN|VB","702.32","0.67"
"brimful","7","7","1.95","JJ","890.19","0.66"
"brimmed","7","24","3.18","VB","742.48","0.79"
"brimstone","9","1970","7.59","NN","784.59","0.88"
"brindle","7","773","6.65","NN","752.93","0.43"
"brine","5","2429","7.80","NN","731.20","0.61"
"bring","5","56510","10.94","VB","675.50","1.00"
"bringing","8","13171","9.49","VB|NN","670.30","0.97"
"brings","6","12634","9.44","VB","613.47","0.97"
"brink","5","1291","7.16","NN","629.76","0.88"
"brinkmanship","12","20","3.00","NN","1099.21","0.44"
"brinksmanship","13","6","1.79","NN","1174.06","0.53"
"briquette","9","8","2.08","NN","938.57","0.44"
"Brisbane","8","2013","7.61","NN","828.44","0.48"
"brisk","5","348","5.85","JJ","708.06","1.00"
"brisker","7","23","3.14","JJ","871.46","0.71"
"brisket","7","149","5.00","NN","707.73","0.76"
"briskly","7","237","5.47","RB","683.13","0.94"
"briskness","9","0","0.00","NN","862.73","0.79"
"bristle","7","229","5.43","NN|VB","817.78","0.91"
"bristled","8","49","3.89","VB","780.93","0.91"
"bristles","8","133","4.89","VB|NN","810.23","0.88"
"bristling","9","123","4.81","VB","842.67","0.87"
"bristly","7","31","3.43","JJ","756.09","0.77"
"Bristol","7","3533","8.17","NN","916.03","0.83"
"Britain","7","13200","9.49","NN","718.24","1.00"
"Britain's","9","918","6.82","encl","845.56","0.97"
"Britannic","9","30","3.40","JJ","1185.87","0.56"
"britches","8","128","4.85","NN","738.69","0.76"
"British","7","38543","10.56","JJ|NN","615.85","0.97"
"Britisher","9","17","2.83","NN","907.80","0.34"
"Briton","6","136","4.91","NN","868.64","0.34"
"Britons","7","320","5.77","NN","964.14","0.44"
"brittle","7","737","6.60","JJ","691.10","0.97"
"broach","6","231","5.44","VB|NN","802.11","0.82"
"broached","8","121","4.80","VB","827.28","0.78"
"broad","5","12608","9.44","JJ|NN","570.34","0.94"
"broadcast","9","15776","9.67","NN|VB|JJ","623.65","1.00"
"broadcaster","11","793","6.68","NN","721.35","0.97"
"broadcasters","12","1023","6.93","NN","766.42","0.94"
"broadcasting","12","6899","8.84","NN|VB","727.94","0.94"
"broadcastings","13","23","3.14","NN","884.59","0.97"
"broadcasts","10","3076","8.03","NN|VB","725.88","1.00"
"broadcloth","10","17","2.83","NN","913.59","0.71"
"broaden","7","836","6.73","VB","752.97","0.97"
"broadened","9","282","5.64","VB","841.72","0.88"
"broadening","10","361","5.89","VB|NN","819.06","1.00"
"broadens","8","121","4.80","VB","856.17","0.85"
"broader","7","3010","8.01","JJ","701.53","0.94"
"broadest","8","799","6.68","JJ","898.10","0.70"
"broadloom","9","1","0.00","NN|JJ","871.50","0.42"
"broadly","7","1385","7.23","RB","685.74","1.00"
"broadminded","11","73","4.29","JJ","1066.00","0.97"
"broadsheet","10","42","3.74","NN","795.77","0.97"
"broadside","9","208","5.34","JJ|NN","748.25","1.00"
"broadsword","10","280","5.63","NN","1056.46","0.75"
"Broadway","8","6378","8.76","NN","678.23","0.91"
"Broadway's","10","30","3.40","NULL","745.58","1.00"
"brocade","7","59","4.08","NN","881.15","0.41"
"broccoli","8","915","6.82","NN","762.61","0.97"
"brochure","8","4609","8.44","NN","784.97","1.00"
"brochures","9","2149","7.67","NN","778.57","1.00"
"brogue","6","26","3.26","NN","836.44","0.27"
"broil","5","113","4.73","NN|VB","695.06","1.00"
"broiled","7","175","5.16","VB","700.27","0.97"
"broiler","7","177","5.18","NN","712.74","0.97"
"broke","5","14085","9.55","VB|NN|JJ","572.29","0.94"
"broken","6","25599","10.15","VB|JJ","568.57","0.97"
"brokenly","8","11","2.40","RB","789.83","0.91"
"broker","6","4647","8.44","NN|VB","671.09","1.00"
"brokerage","9","2203","7.70","NN","734.79","0.88"
"brokers","7","2320","7.75","NN|VB","665.06","0.97"
"bromides","8","33","3.50","NN","1018.43","0.42"
"bromine","7","140","4.94","NN|JJ","820.14","0.65"
"bronc","5","51","3.93","NULL","882.00","0.03"
"bronchi","7","28","3.33","NN","964.73","0.44"
"bronchial","9","97","4.57","JJ","836.21","0.85"
"bronchiolar","11","1","0.00","JJ","1598.14","0.23"
"bronchiole","10","1","0.00","NN","1095.87","0.45"
"bronchiolitis","13","5","1.61","NULL","1314.62","0.48"
"bronchitis","10","270","5.60","NN","906.32","0.76"
"bronchus","8","4","1.39","NN","866.83","0.44"
"bronco","6","1439","7.27","NN","742.72","0.94"
"broncos","7","493","6.20","NN","812.00","0.79"
"broncs","6","22","3.09","NULL","964.29","0.42"
"brontosaurus","12","50","3.91","NN","926.00","0.80"
"Bronx","5","1144","7.04","NN","682.55","0.94"
"bronze","6","5284","8.57","NN","634.22","0.91"
"bronzed","7","59","4.08","JJ","756.77","0.89"
"brooch","6","66","4.19","NN","733.72","0.56"
"brood","5","695","6.54","NN|VB","750.00","0.71"
"brooding","8","366","5.90","VB|NN","823.17","0.73"
"broods","6","35","3.56","VB|NN","722.71","0.64"
"broody","6","10","2.30","JJ","814.43","0.64"
"brook","5","2791","7.93","NN|VB","731.83","0.91"
"brooked","7","8","2.08","VB","688.77","0.65"
"Brooklyn","8","4243","8.35","NN","608.94","1.00"
"Brooklyn's","10","36","3.58","NULL","707.03","0.97"
"brooks","6","6896","8.84","NN|VB","736.97","0.91"
"brook's","7","61","4.11","encl","756.97","0.85"
"broom","5","600","6.40","NN","694.24","0.97"
"broomstick","10","164","5.10","NN","630.67","1.00"
"broth","5","768","6.64","NN","686.75","0.82"
"brothel","7","301","5.71","NN","713.57","0.64"
"brothels","8","390","5.97","NN","865.85","0.84"
"brother","7","23702","10.07","NN","614.06","1.00"
"brotherhood","11","1335","7.20","NN","654.13","1.00"
"brothers","8","18042","9.80","NN","684.79","1.00"
"brother's","9","2093","7.65","encl","729.52","1.00"
"brought","7","39792","10.59","VB","639.09","0.97"
"brouhaha","8","162","5.09","NN","1128.38","0.25"
"brow","4","804","6.69","NN","586.47","1.00"
"browbeat","8","68","4.22","VB","883.43","0.66"
"browbeaten","10","23","3.14","VB|JJ","938.54","0.41"
"brown","5","42129","10.65","JJ|NN|VB","653.26","0.97"
"brownie","7","1740","7.46","NN","700.26","0.97"
"browning","8","1495","7.31","NN","822.39","0.82"
"brownish","8","277","5.62","JJ","692.03","0.88"
"brown's","7","1004","6.91","encl","691.72","0.97"
"brownstone","10","125","4.83","NN","810.48","0.94"
"brows","5","169","5.13","NN","714.58","0.89"
"browse","6","7016","8.86","VB","653.00","1.00"
"browsing","8","3505","8.16","VB|NN","745.55","0.97"
"Bruce","5","25888","10.16","NN","655.79","1.00"
"bruin","5","276","5.62","NN","719.67","0.47"
"bruise","6","456","6.12","NN|VB","649.77","0.91"
"bruised","7","714","6.57","VB|JJ","739.21","1.00"
"bruiser","7","164","5.10","NN","782.48","0.85"
"bruises","7","814","6.70","NN|VB","713.13","0.97"
"bruising","8","233","5.45","VB|NN|JJ","730.09","0.94"
"brunch","6","347","5.85","NN|VB","762.41","0.94"
"brunches","8","18","2.89","NN|VB","899.73","0.91"
"Brunei","6","358","5.88","NN","816.00","0.15"
"brunette","8","958","6.86","JJ|NN","889.85","0.94"
"brunettes","9","129","4.86","NN","741.06","0.97"
"brunt","5","537","6.29","NN","634.82","0.67"
"brush","5","5701","8.65","NN|VB","639.38","1.00"
"brushed","7","1555","7.35","VB","633.42","0.97"
"brushes","7","1056","6.96","NN|VB","673.21","1.00"
"brushfire","9","22","3.09","NN","1010.86","0.88"
"brushing","8","1515","7.32","VB|NN","733.38","0.94"
"brushlike","9","1","0.00","JJ|RB","778.81","0.97"
"brushwood","9","30","3.40","NN","791.69","0.91"
"brushwork","9","9","2.20","NN","868.94","0.94"
"brushy","6","44","3.78","JJ","779.46","0.88"
"brusque","7","64","4.16","JJ","837.67","0.55"
"brusquely","9","25","3.22","RB","904.06","0.50"
"Brussels","8","2710","7.90","NN","771.88","0.97"
"brutal","6","3220","8.08","JJ","633.56","1.00"
"brutalities","11","61","4.11","NN","876.54","0.88"
"brutality","9","1046","6.95","NN","721.82","0.90"
"brutalize","9","39","3.66","VB","841.27","0.88"
"brutalized","10","115","4.74","JJ|VB","760.55","0.91"
"brute","5","2816","7.94","NN","684.29","0.94"
"brutish","7","191","5.25","JJ","875.96","0.77"
"bubble","6","5866","8.68","NN|JJ|VB","618.67","1.00"
"bubbled","7","143","4.96","VB","670.55","1.00"
"bubbles","7","2055","7.63","NN|VB","640.65","0.91"
"bubbling","8","565","6.34","VB|NN","617.52","0.97"
"bubbly","6","239","5.48","JJ","686.27","0.76"
"buccaneer","9","136","4.91","NN","799.55","0.65"
"Buchanan","8","4141","8.33","NN","861.80","0.78"
"Bucharest","9","821","6.71","NN","963.31","0.48"
"buck","4","6798","8.82","NN|VB","701.29","0.97"
"buckaroos","9","87","4.47","NN","886.90","0.64"
"bucked","6","431","6.07","VB","716.50","0.97"
"bucket","6","3329","8.11","NN|VB","595.22","0.97"
"buckets","7","736","6.60","NN|VB","620.73","0.97"
"bucking","7","566","6.34","VB|NN|JJ","769.06","0.91"
"buckle","6","1228","7.11","VB|NN","696.09","1.00"
"buckled","7","345","5.84","VB|JJ","670.26","1.00"
"buckler","7","164","5.10","NN","785.82","0.71"
"buckles","7","901","6.80","NN|VB","654.33","1.00"
"buckling","8","184","5.21","VB|NN","745.67","0.97"
"bucks","5","11121","9.32","NN|VB","625.87","0.94"
"buck's","6","104","4.64","encl","792.07","0.88"
"buckshot","8","191","5.25","NN","868.71","0.93"
"buckskin","8","103","4.63","NN","848.31","0.79"
"buckskins","9","40","3.69","NN","910.11","0.61"
"buckskin's","10","0","0.00","encl","935.38","0.80"
"bucktooth","9","13","2.56","NN","832.48","0.83"
"buckwheat","9","279","5.63","NN","843.61","0.94"
"bucolic","7","48","3.87","JJ","1144.75","0.13"
"bud","3","5259","8.57","NN|VB","622.41","0.97"
"Budapest","8","2242","7.72","NN","743.00","0.88"
"budded","6","42","3.74","VB","848.48","0.74"
"Buddha","6","2540","7.84","NN","647.94","0.94"
"Buddhism","8","2983","8.00","NN","702.69","0.94"
"Buddhist","8","3142","8.05","NN|JJ","745.52","0.85"
"Buddhists","9","1144","7.04","NN","817.77","0.94"
"buddies","7","2399","7.78","NN","621.81","0.97"
"budding","7","716","6.57","VB","743.13","0.97"
"buddy","5","8318","9.03","NN","640.88","0.97"
"budge","5","509","6.23","VB","616.29","0.82"
"budget","6","29992","10.31","NN|VB","608.50","1.00"
"budgetary","9","625","6.44","JJ|NN","1092.35","0.77"
"budgeted","8","203","5.31","VB","760.32","0.94"
"budgeting","9","964","6.87","NN|VB","699.06","1.00"
"budgets","7","2869","7.96","NN|VB","784.73","1.00"
"buds","4","1257","7.14","NN|VB","720.82","1.00"
"buff","4","1700","7.44","NN|VB","683.41","0.91"
"buffalo","7","8343","9.03","NN","643.48","0.97"
"buffaloes","9","95","4.55","NN","792.28","0.58"
"buffer","6","14035","9.55","NN|VB","715.34","0.94"
"buffered","8","1209","7.10","VB","737.43","0.85"
"buffet","6","1209","7.10","NN","738.42","0.97"
"buffeted","8","33","3.50","VB","886.24","0.64"
"buffetings","10","2","0.69","NN","794.10","0.30"
"buffets","7","61","4.11","NN","777.27","0.90"
"buffoon","7","300","5.70","NN","738.76","0.78"
"buffoonery","10","58","4.06","NN","961.82","0.52"
"buffoons","8","135","4.91","NN","733.05","0.56"
"buffs","5","859","6.76","NN|VB","669.41","0.91"
"bug","3","32226","10.38","NN|VB","600.63","0.97"
"bugaboo","7","66","4.19","NN","847.20","0.63"
"Bugatti","7","82","4.41","NN","1073.25","0.12"
"bugeyed","7","2","0.69","JJ","1139.75","0.39"
"bugged","6","820","6.71","VB","723.79","0.97"
"bugger","6","1148","7.05","NN|VB","754.14","0.80"
"buggers","7","527","6.27","NN|VB","817.13","0.88"
"buggery","7","131","4.88","NN","827.69","0.50"
"buggies","7","103","4.63","NN","785.59","0.87"
"bugging","7","910","6.81","NN|VB","832.28","0.97"
"buggy","5","4444","8.40","NN","679.10","0.94"
"bugle","5","435","6.08","NN","798.78","0.53"
"bugler","6","31","3.43","NN","849.40","0.32"
"bugs","4","18337","9.82","NN|VB","560.52","0.97"
"Buick","5","1714","7.45","NN","677.07","0.94"
"build","5","47708","10.77","VB|NN","596.68","1.00"
"builder","7","3904","8.27","NN","608.38","1.00"
"builders","8","2006","7.60","NN","677.61","0.94"
"builder's","9","119","4.78","encl","738.74","0.97"
"building","8","48370","10.79","NN|VB","633.97","1.00"
"buildings","9","6984","8.85","NN","603.75","1.00"
"building's","10","147","4.99","encl","781.03","0.97"
"builds","6","3735","8.23","VB|NN","607.31","0.94"
"buildup","7","1029","6.94","NN","824.61","0.97"
"built","5","39879","10.59","VB","617.25","0.97"
"bulb","4","3246","8.09","NN","694.48","0.91"
"bulbous","7","149","5.00","JJ","1030.00","0.44"
"bulbs","5","2127","7.66","NN","607.53","1.00"
"Bulgaria","8","3824","8.25","NN","780.03","1.00"
"Bulgarian","9","2809","7.94","NN|JJ","903.28","0.88"
"bulge","5","1264","7.14","NN|VB","708.17","0.94"
"bulged","6","189","5.24","VB","717.27","0.91"
"bulging","7","604","6.40","VB","792.97","0.94"
"bulgy","5","11","2.40","JJ","809.29","0.41"
"bulk","4","7028","8.86","NN|VB","662.81","0.94"
"bulked","6","25","3.22","VB","687.30","0.87"
"bulkhead","8","344","5.84","NN","798.41","0.82"
"bulkheads","9","102","4.62","NN","737.43","0.88"
"bulks","5","15","2.71","VB","737.46","0.88"
"bulky","5","890","6.79","JJ","679.24","0.94"
"bull","4","8305","9.02","NN","584.25","0.97"
"bulldog","7","1921","7.56","NN|JJ","786.50","0.97"
"bulldoze","8","99","4.60","VB","831.91","1.00"
"bulldozer","9","307","5.73","NN","672.94","1.00"
"bullet","6","8338","9.03","NN","568.18","0.97"
"bulletin","8","14131","9.56","NN","780.79","0.97"
"bulletins","9","1608","7.38","NN","659.43","0.88"
"bulletproof","11","353","5.87","JJ","751.00","0.91"
"bullets","7","4983","8.51","NN","593.62","1.00"
"bullfighter","11","33","3.50","NN","690.64","1.00"
"bullfinch","9","6","1.79","NN","1024.45","0.33"
"bullfrog","8","526","6.27","NN","635.69","0.94"
"bullheaded","10","14","2.64","JJ","725.29","0.94"
"bullies","7","414","6.03","VB|NN","760.00","0.91"
"bullion","7","256","5.55","NN","909.81","0.50"
"bullish","7","592","6.38","JJ","766.52","0.84"
"bullnecked","10","0","0.00","JJ","1000.88","0.74"
"bullock","7","1033","6.94","NN","800.70","1.00"
"bullring","8","31","3.43","NN","920.84","0.74"
"bulls","5","2546","7.84","NN","594.15","0.97"
"bully","5","1379","7.23","NN|VB","658.50","0.97"
"bullyboys","9","3","1.10","NN","884.71","0.48"
"bullying","8","410","6.02","VB","777.83","0.94"
"bulrush","7","2","0.69","NN","737.67","0.21"
"bulwark","7","97","4.57","NN","816.40","0.31"
"bum","3","1698","7.44","NN|VB","650.31","0.94"
"bumble","6","132","4.88","VB","664.96","0.78"
"bumblebee","9","262","5.57","NN","780.75","1.00"
"bumblebees","10","52","3.95","NN","848.38","1.00"
"bummer","6","1172","7.07","NN","815.67","0.97"
"bumming","7","72","4.28","VB|NN","773.34","0.83"
"bump","4","2682","7.89","NN|VB","615.38","1.00"
"bumped","6","2127","7.66","VB","676.27","0.94"
"bumper","6","2465","7.81","JJ","704.91","1.00"
"bumpers","7","707","6.56","NN","710.50","0.97"
"bumping","7","864","6.76","VB|NN|JJ","649.09","1.00"
"bumpkin","7","73","4.29","NN","1151.17","0.55"
"bumps","5","1780","7.48","NN|VB","623.06","0.97"
"bumpy","5","500","6.21","JJ","756.74","1.00"
"bums","4","771","6.65","NN|VB","750.82","1.00"
"bun","3","886","6.79","NN","688.54","0.88"
"bunch","5","30310","10.32","NN|VB","616.00","1.00"
"bunched","7","193","5.26","VB","776.10","0.97"
"bundle","6","3503","8.16","NN|VB","666.12","0.97"
"bundled","7","3408","8.13","VB","748.97","0.94"
"bundles","7","945","6.85","NN|VB","766.47","0.94"
"bundling","8","449","6.11","VB","891.93","0.88"
"bungalow","8","220","5.39","NN","951.48","0.81"
"bungle","6","309","5.73","NN|VB","851.80","0.78"
"bungled","7","167","5.12","JJ|VB","817.29","0.62"
"bunion","6","8","2.08","NN","778.95","0.58"
"bunk","4","1071","6.98","NN|VB","640.77","0.91"
"bunker","6","895","6.80","NN|VB","763.07","0.85"
"bunkered","8","4","1.39","VB|JJ","898.78","0.82"
"bunkhouse","9","83","4.42","NN","913.17","0.73"
"bunkmate","8","5","1.61","NN","939.10","0.63"
"bunkmates","9","16","2.77","NN","955.71","0.77"
"bunks","5","153","5.03","NN|VB","713.00","0.91"
"bunny","5","5325","8.58","NN","609.47","0.97"
"buns","4","1014","6.92","NN","621.18","0.97"
"bunsen","6","84","4.43","NN","879.80","0.44"
"bunt","4","186","5.23","NN","843.04","0.76"
"bunter","6","21","3.04","NN","900.13","0.43"
"bunters","7","0","0.00","NN","1007.83","0.36"
"bunting","7","158","5.06","NN","803.86","0.67"
"Bunyan","6","64","4.16","NN","861.65","0.53"
"buoy","4","164","5.10","VB","952.95","0.57"
"buoyancy","8","177","5.18","NN","939.00","0.72"
"buoyant","7","135","4.91","JJ","864.70","0.82"
"buoyed","6","69","4.23","VB","829.09","0.69"
"buoys","5","108","4.68","NN|VB","951.22","0.68"
"Burbank","7","936","6.84","NN","808.94","0.91"
"burden","6","7831","8.97","NN|VB","649.72","0.94"
"burdened","8","472","6.16","VB","749.03","0.97"
"burdens","7","664","6.50","NN|VB","700.03","0.97"
"burdensome","10","306","5.72","JJ","813.94","0.91"
"bureau","6","7893","8.97","NN","684.77","0.94"
"bureaucracies","13","425","6.05","NN","1110.58","0.84"
"bureaucracy","11","2182","7.69","NN","844.81","0.94"
"bureaucrat","10","465","6.14","NN","923.83","0.83"
"bombs","5","6192","8.73","NN|VB","584.94","1.00"
"bombshell","9","254","5.54","NN","707.32","0.97"
"bombsight","9","15","2.71","NN","860.92","0.84"
"bombsite","8","1","0.00","NN","839.17","0.94"
"bonanza","7","636","6.46","NN","738.52","0.91"
"bonbon","6","11","2.40","NN","864.20","0.63"
"bond","4","12955","9.47","NN|VB","587.42","0.97"
"bondage","7","4355","8.38","NN","715.26","0.82"
"bonded","6","889","6.79","VB","711.94","1.00"
"bondholder","10","38","3.64","NN","1100.19","0.64"
"bonding","7","1632","7.40","VB|NN","682.94","0.97"
"bonds","5","7818","8.96","NN|VB","575.06","0.97"
"bondsman","8","16","2.77","NN","901.26","0.91"
"bondsman's","10","1","0.00","encl","945.64","0.78"
"bone","4","16063","9.68","NN|VB","655.85","0.97"
"bonehead","8","607","6.41","NN","718.69","0.94"
"boneless","8","269","5.59","JJ","671.91","0.97"
"bonemeal","8","13","2.56","NN","1086.18","0.33"
"boner","5","483","6.18","NN","724.79","0.80"
"bones","5","7197","8.88","NN|VB","597.55","0.97"
"bonesetter","10","0","0.00","NN","1209.52","0.82"
"boneshaker","10","4","1.39","NN","940.17","0.75"
"bonfire","7","291","5.67","NN","691.20","0.97"
"bonfires","8","49","3.89","NN","794.48","0.88"
"bong","4","1335","7.20","NN|VB","716.54","0.88"
"bongo","5","576","6.36","NN","690.26","0.89"
"bongos","6","106","4.66","NN","731.32","0.76"
"bonkers","7","403","6.00","JJ","713.69","0.81"
"bonnet","6","425","6.05","NN","673.63","0.97"
"bonny","5","416","6.03","NN|JJ","923.69","0.47"
"bonsai","6","1800","7.50","NN","805.14","0.67"
"bonus","5","14547","9.59","NN","674.97","1.00"
"bony","4","247","5.51","JJ","689.38","0.79"
"boo","3","1539","7.34","VB|NN","716.10","0.91"
"boob","4","496","6.21","NN|VB","763.52","0.88"
"booboo","6","53","3.97","NN|VB","893.79","0.73"
"booby","5","515","6.24","JJ|NN","954.07","0.88"
"boogie","6","1277","7.15","NN|VB","736.80","1.00"
"boohoo","6","23","3.14","VB|NN","968.13","0.77"
"book","4","190905","12.16","NN|VB","521.94","1.00"
"bookable","8","14","2.64","JJ","738.68","0.76"
"bookbinder","10","34","3.53","NN","895.33","0.97"
"bookbindery","11","0","0.00","NN","1058.67","0.66"
"bookcase","8","355","5.87","NN","674.15","1.00"
"bookcases","9","95","4.55","NN","675.00","1.00"
"bookclub","8","27","3.30","NN","744.25","0.94"
"booked","6","1771","7.48","VB","712.55","0.88"
"bookend","7","29","3.37","NN","788.81","0.79"
"booker","6","646","6.47","NN","620.16","0.94"
"bookers","7","41","3.71","NN","648.39","0.93"
"bookie","6","130","4.87","NN","875.68","0.67"
"bookies","7","118","4.77","NN","853.60","0.74"
"booking","7","1752","7.47","NN|VB","668.79","0.97"
"bookings","8","496","6.21","NN","762.50","0.94"
"bookish","7","61","4.11","JJ","657.00","0.82"
"bookkeeper","10","126","4.84","NN","657.76","1.00"
"bookkeeping","11","514","6.24","NN|VB","666.00","1.00"
"booklet","7","4512","8.41","NN","662.61","1.00"
"booklets","8","845","6.74","NN","756.09","0.97"
"booklists","9","33","3.50","NN","667.27","0.97"
"bookmark","8","1721","7.45","NN","668.33","1.00"
"bookmobile","10","11","2.40","NN","892.56","0.84"
"books","5","111046","11.62","NN|VB","580.55","0.97"
"book's","6","851","6.75","encl","697.09","1.00"
"bookseller","10","254","5.54","NN","719.03","0.97"
"bookshelf","9","1124","7.02","NN","673.94","0.97"
"bookshelves","11","229","5.43","NN","712.55","1.00"
"bookshop","8","715","6.57","NN","615.19","0.97"
"bookstall","9","10","2.30","NN","939.70","0.70"
"bookwork","8","3","1.10","NN","742.06","0.97"
"bookworm","8","113","4.73","NN","712.91","0.94"
"boom","4","4284","8.36","NN|VB","653.45","0.94"
"boomed","6","157","5.06","VB","730.44","1.00"
"boomerang","9","2322","7.75","VB|NN","931.45","0.97"
"boomerangs","10","305","5.72","NN","802.72","0.97"
"booming","7","813","6.70","JJ|VB|NN","656.35","0.94"
"boomtown","8","91","4.51","NULL","883.70","0.61"
"boon","4","2284","7.73","NN","770.17","0.56"
"boor","4","162","5.09","NN","720.33","0.44"
"boorish","7","192","5.26","JJ","843.11","0.55"
"boors","5","29","3.37","NN","759.21","0.47"
"boos","4","187","5.23","VB|NN","766.13","0.68"
"boost","5","4758","8.47","VB|NN","608.03","0.97"
"boosted","7","783","6.66","VB","672.27","0.97"
"booster","7","6912","8.84","NN","678.32","0.97"
"boosting","8","484","6.18","VB","692.70","0.94"
"boosts","6","322","5.77","NN|VB","661.59","0.94"
"boot","4","43868","10.69","NN|VB","531.09","0.97"
"booted","6","2850","7.96","VB","753.44","0.97"
"booth","5","4464","8.40","NN","595.03","1.00"
"booths","6","821","6.71","NN","697.57","1.00"
